日期,阿富汗,阿尔巴尼亚,阿尔及利亚,安哥拉,安提瓜和巴布达,亚美尼亚,奥地利,阿塞拜疆,巴哈马,巴林,孟加拉国,巴巴多斯,白俄罗斯,比利时,贝宁,玻利维亚,波斯尼亚和黑塞哥维那,博茨瓦纳,巴西,文莱,保加利亚,布隆迪,布基纳法索,佛得角,柬埔寨,喀麦隆,加拿大,中非共和国,乍得,智利,中国,哥伦比亚,刚果,哥斯达黎加,克罗地亚,塞浦路斯,捷克共和国,丹麦,吉布提,多米尼克,多米尼加共和国,厄瓜多尔,埃及,萨尔瓦多,赤道几内亚,爱沙尼亚,斯威士兰,埃塞俄比亚,斐济,芬兰,法国,加蓬,冈比亚,格鲁吉亚,德国,加纳,希腊,格林纳达,危地马拉,几内亚,几内亚比绍,圭亚那,海地,洪都拉斯,中国香港特别行政区,匈牙利,冰岛,印度,印度尼西亚,伊朗,伊拉克,爱尔兰,以色列,意大利,科特迪瓦,牙买加,日本,约旦,哈萨克斯坦,肯尼亚,基里巴斯,科索沃,科威特,吉尔吉斯斯坦,老挝,拉脱维亚,黎巴嫩,莱索托,利比里亚,利比亚,立陶宛,卢森堡,中国澳门特别行政区,马达加斯加,马拉维,马来西亚,马尔代夫,马里,马耳他,毛里塔尼亚,墨西哥,毛里求斯,摩尔多瓦,蒙古,黑山,摩洛哥,莫桑比克,缅甸,纳米比亚,尼泊尔,荷兰,尼加拉瓜,尼日尔,尼日利亚,马其顿,挪威,阿曼,巴基斯坦,巴拉圭,巴拿马,秘鲁,菲律宾,波兰,葡萄牙,卡塔尔,罗马尼亚,俄罗斯联邦,卢旺达,圣基茨和尼维斯,圣卢西亚,圣文森特和格林纳丁斯,萨摩亚,圣马力诺,圣多美和普林西比,沙特阿拉伯,塞内加尔,塞尔维亚,塞舌尔,塞拉利昂,新加坡,斯洛伐克,斯洛文尼亚,所罗门群岛,南非,韩国,南苏丹,西班牙,斯里兰卡,巴勒斯坦被占领土,苏丹,苏里南,瑞典,瑞士,坦桑尼亚,泰国,东帝汶,多哥,汤加,特立尼达和多巴哥,突尼斯,土耳其,乌干达,乌克兰,阿拉伯联合酋长国,英国,美国,乌拉圭,乌兹别克斯坦,越南,赞比亚,津巴布韦
06/2006,75.27905129,88.22320366,83.48381414,60.39113288,91.16972477,79.29315885,92.89792511,65.91632539,90.45703875,,73.36947295,81.00734523,65.90965055,92.15531472,91.35629916,76.06007384,90.40425276,71.83052018,82.65810101,95.42874297,77.46482971,64.99557748,90.17260747,87.66086298,72.57671831,91.64445475,94.01831712,87.18373261,96.8842308,86.79964309,87.3795233,83.11189669,87.41293381,70.77012886,89.11954188,91.14765234,89.44633578,92.13463084,80.49889264,88.52013792,79.17921082,82.52480563,61.71697426,87.89115434,81.20750406,82.58715946,72.66235584,50.19058772,82.0765941,92.76403029,94.65237819,87.54876715,82.67956146,76.7837,94.00782865,57.68740991,88.4056414,86.35983264,79.69932118,57.46071494,86.6820106,77.32814524,77.66115426,75.97063498,91.37193062,79.64273446,72.13499143,69.91946945,77.30896271,54.35978005,,96.81904361,90.361789,92.9461655,91.29623528,60.7718348,100.811292,80.60215775,66.83392848,62.24320836,79.52867894,86.62701035,79.28359266,63.77097869,84.00423052,76.84268189,,103.2192754,65.32845382,80.160382,80.4704858,92.43789244,83.99773553,68.45696046,70.60346222,91.13074794,75.27211531,88.01419665,92.15449596,79.69288796,82.6131679,78.18497787,73.29039251,60.95083299,85.15068493,92.17780211,68.60232449,52.59460978,74.50250927,73.29882306,93.72287479,68.96913044,90.53342637,65.98888804,89.91126743,91.43063976,78.10631035,60.66867969,77.08718149,83.55823398,88.93007561,83.10502283,88.01525598,95.05036983,,79.01859642,67.35003888,70.71861796,88.17296807,90.09134077,83.73294732,77.99701542,89.15738205,48.76726039,78.57180029,87.42429127,73.94868292,53.94852119,74.47659401,88.17139512,90.8032596,89.29148457,73.78596481,76.40671456,87.87733774,,92.78615593,64.35380214,84.03626975,59.74074472,76.42897349,94.11764706,97.24529527,72.07882576,91.16055859,77.70795612,88.01344891,80.39877733,69.67311938,86.88614867,72.10201794,71.23649207,54.79072985,,90.4383207,93.04970524,74.79318318,,64.22739797,64.69013452,
07/2006,75.15654193,87.87235339,82.86720987,60.93919591,91.36631717,78.75352228,92.80657813,65.72995785,90.79036488,,73.464803,81.21720881,66.24856696,92.46752315,89.8314843,76.49019678,89.86920513,72.12281121,82.81510834,95.36182909,77.11200749,62.89470672,91.15733173,87.9333838,73.59604394,91.64445475,94.10417859,86.70487632,97.28238291,87.27003225,87.11738526,83.45724549,87.24672551,71.42620651,88.36793128,89.9603494,89.87636624,91.92036425,80.28907798,88.65796924,79.88833065,82.54934796,62.61204088,88.99421965,81.48752994,83.04438941,73.02137938,51.59824229,82.39973029,92.58160289,94.49400834,87.8055084,82.73293615,77.3889,94.40786851,58.87175724,87.83758092,86.8715803,80.06501164,58.99829126,87.46086587,77.57354394,77.77866899,76.37932339,91.64226177,79.80762625,72.44338092,70.48792042,77.65615737,54.35978005,,97.07183484,90.4757383,93.23236205,91.38691967,61.58429248,100.5004659,80.56303759,66.96759634,61.3423805,79.99619751,86.01013439,79.35419248,62.93872454,84.53246296,77.28940178,,103.3007965,66.80692669,80.08360003,80.84728055,91.64073164,84.04019437,69.22995526,70.08574664,91.30633705,74.92099178,88.16490589,91.6793019,80.28102735,82.8397026,80.47724742,72.99723094,60.95083299,84.24657534,91.5930525,68.29575718,53.98463206,75.1014945,73.20873469,93.54818164,69.34067587,90.39006386,67.30168868,89.79354557,91.10487739,79.01476867,61.64309744,76.93603016,83.55823398,88.77750934,83.35408883,88.10327123,94.82985757,,79.09854008,67.80128887,70.70876448,88.51236416,89.58021108,83.73294732,78.29547339,89.30788687,49.18622311,78.88206169,88.50934453,73.29657813,54.11400745,75.0278773,88.8372368,90.93630467,89.09018673,74.3452875,76.93539364,88.22119652,,92.23427818,64.30829025,84.13194578,61.72699009,76.50672422,93.95564886,96.58241841,70.00020077,91.25320144,78.34700181,85.98413201,81.81445646,70.49665636,87.09659347,72.71300448,71.50471896,55.20581114,,90.4383207,93.32486454,75.43033313,,64.47788482,64.8597416,
08/2006,75.91856256,87.70550245,83.6086031,61.42722991,91.36631717,78.0112439,93.08060709,65.70856455,90.91624949,,74.07144877,82.47639035,65.81373081,92.58594703,88.96963242,76.6335711,89.74894487,72.56124775,82.85652746,95.72507584,76.93803251,62.79256218,90.73530705,88.02422407,74.07417366,91.31996755,94.27590155,85.43874117,102.3216775,87.50168566,87.37874134,83.78339451,86.67962279,72.05353175,88.36793128,90.43881476,90.09138147,91.92036425,80.70870731,89.15254044,80.04007646,82.72652738,63.03826307,88.51758649,81.59954029,83.67308059,73.71057572,52.28805263,82.80365054,92.9464577,94.81074803,87.89108882,82.80288374,77.0631,94.20784858,59.21299864,87.18398517,86.94882523,80.32470486,60.68466528,88.33135118,78.05457922,78.00165919,76.65178234,91.64226177,79.80762625,72.67551842,70.48792042,77.90415513,54.67399843,,97.70381293,90.4757383,93.3754657,91.38691967,61.74678402,101.225727,80.78437677,67.10153153,61.77895919,81.05889302,85.83388412,79.28359266,62.34596778,85.57284036,77.11156558,,104.0752467,68.47334103,80.00681805,80.78561148,92.75457275,84.09680615,69.94122647,68.5325999,91.21854249,75.03863589,87.93884203,91.30356705,80.92798068,83.26244749,81.09677974,73.58120879,60.13815522,84.49315068,92.65623361,68.15745465,55.85182616,75.74569653,73.60639646,94.03950613,69.46002178,90.53342637,69.46826876,89.40754481,91.10487739,78.90741565,62.41190411,77.08718149,83.63684004,88.9059862,83.60315484,88.367317,94.68391468,,79.04143746,67.93010887,71.4423296,88.7633961,89.99668712,83.73294732,78.69341734,89.6507034,49.73785735,78.49423494,89.59439779,73.49220956,54.22433162,75.72636706,88.88643128,91.00282721,89.65170176,74.32219243,77.46407272,88.73756358,,92.42241832,64.53584967,83.90331394,64.18481677,77.55635916,94.01846449,96.74774399,70.13162939,91.34584428,78.28309724,86.51606214,82.16837624,70.89493826,86.93241618,72.39349776,71.88030036,55.20581114,,90.77122249,93.50830408,76.02637664,,64.72290078,65.40348193,
09/2006,76.61043401,88.24477653,84.2325479,61.94085855,91.28440367,77.73986097,92.89792511,66.31162305,90.90650797,,75.39740311,83.10598111,65.93522914,92.31680184,91.35629916,76.69092082,89.81843047,73.07275705,83.03055195,95.68683934,77.16606231,62.29615085,89.18788321,88.47842544,73.85490865,91.78352069,93.76073268,85.80952983,101.8240083,87.51578585,87.81562953,84.02320632,88.61304084,71.93460134,88.36793128,91.47548973,89.44633578,92.24176413,81.05839841,89.54171123,79.1587835,83.20046689,63.67759637,88.48127158,81.93557134,83.38731187,74.2009668,52.73247814,82.88443459,93.0376714,94.59958824,87.89108882,82.89491441,77.0555,93.90781869,59.52471297,88.58188674,86.83295784,80.02261274,61.57745153,87.91901603,77.66333815,78.57880682,76.65178234,91.77742735,81.78632772,73.11775506,71.05637139,78.20174584,55.61665357,,98.08299979,89.67809325,93.30391388,90.65100744,62.23425863,101.225727,81.54086662,67.43703919,62.78739448,79.87882625,85.83388412,79.98959081,62.80844484,85.6145739,77.64023466,,104.673068,68.10372281,80.92820175,80.68056959,92.65629266,84.53554748,71.22073596,72.31839508,91.3941316,76.64788573,88.39096975,91.87822034,81.6925619,84.10297854,81.59240559,74.39060208,60.46322633,84.73972603,93.55993756,68.76160419,56.81308535,76.16414455,74.05118504,94.39981075,69.18297041,90.46174511,69.88138784,89.20009954,92.40792688,79.39221658,62.60857558,78.35307393,83.32241583,88.93007561,83.60315484,88.45533226,95.0791323,,79.08711955,67.99124887,72.18863658,89.07881885,88.52009024,83.73294732,78.79290333,89.29952549,49.940356,79.26986425,90.60194724,73.42699908,53.8933591,77.10852714,88.80977941,90.73673707,89.98013508,73.79225839,77.66119924,88.99574711,,92.27076597,65.30955167,84.53228936,67.52178601,78.7226202,94.56727471,96.54059498,70.24259553,91.06791575,79.17776121,87.31086073,82.05040298,71.57044795,87.19713626,73.32399103,72.28530942,56.34728468,,90.88218975,93.04970524,76.43744112,,64.91706949,66.47599727,
10/2006,78.15936031,88.3340494,85.0473464,62.4783596,91.44823067,77.87883072,92.80657813,67.17619164,91.13773692,,76.83602022,82.40643582,66.39564389,92.1337831,90.56074358,77.04935661,90.44039888,73.5111936,83.30443182,95.51477509,78.13539967,62.94175695,89.39889555,87.66086298,73.36137905,90.4392166,93.58900973,90.86630389,100.7008459,87.29117609,87.90344046,83.89851077,90.15537076,72.07182874,88.36793128,92.00711791,88.90879771,92.13463084,81.12833664,88.70661559,79.24049278,83.49064479,65.42510738,88.13627997,82.21559722,83.27300438,74.4841766,53.1079706,84.17697938,93.31131251,94.38842844,87.85685665,83.00120634,77.6393,94.00782865,60.52309287,89.07063381,87.09365948,80.00671316,62.51983701,88.01064607,77.12789239,79.56032469,76.74260198,91.91259293,82.1161113,73.26517504,72.19327333,78.87961149,56.24509034,,98.08299979,89.22229608,93.23236205,90.11579854,62.0717671,101.0185095,81.9438945,67.90909846,63.96185264,80.08308129,86.01013439,79.77779137,63.03523072,84.9572392,78.05389525,,105.0942602,69.97060804,82.69418718,81.51832175,92.42697243,84.8469123,72.416165,72.70668177,91.3941316,76.0930194,88.61703361,92.25395519,82.10425947,84.47067341,81.96412497,75.58085172,60.62576189,85.06849315,94.4636415,69.25823825,58.43823577,76.41337842,74.3840289,94.15960767,69.49095924,89.52988879,68.13710727,89.31378184,92.51651434,80.20339407,62.83206589,79.90237513,83.55823398,88.96219483,83.76919884,88.367317,95.14624472,,79.24700687,68.18162886,72.3273301,88.87143564,88.61474388,84.93773793,80.58365114,89.17410481,50.22664719,79.73525635,91.45448909,73.16615717,53.78303493,77.66870209,89.15642894,90.93630467,89.23851146,74.58999322,78.07337927,88.5650553,,92.64932673,66.17427744,84.34187882,63.53614574,78.76149557,94.57719297,96.86760504,71.34013609,91.43848712,79.56118862,85.22098774,82.64026928,72.23083773,87.65415198,74.2544843,72.77356226,57.80006918,,90.99315702,92.54524651,76.28329194,,65.07287045,66.93493407,
11/2006,78.25474317,89.10384206,84.54085003,63.3741379,90.83387942,78.66719059,92.89792511,68.08090413,91.09106824,,76.0517139,82.68625393,67.61702191,92.35986507,91.09111397,77.62285387,90.45315633,73.43812084,83.56257885,95.91625833,79.24288779,63.72106016,88.06248405,88.66010598,72.78205009,89.46575501,93.76073268,88.21500439,85.2975115,87.14412384,88.16715525,84.0999505,90.6048811,72.80370819,88.90479599,92.20204825,88.90879771,92.02749754,81.26821308,88.70661559,79.7482576,83.62880868,65.72346292,88.68554294,81.65554547,83.90169556,74.745981,53.39229119,84.33854748,93.31131251,94.49400834,87.46318673,83.08602885,78.4096,94.00782865,60.55905703,88.9866389,87.36401674,80.46250127,63.71021868,86.45293552,77.56710394,79.44953316,77.1512904,92.0477585,82.36344899,73.26517504,72.19327333,79.14413291,56.8735271,,98.33579103,88.99439749,93.30391388,90.18269965,62.0717671,100.5004659,82.16349686,68.45237125,64.13402452,80.52677276,86.97951091,80.34258989,63.48242109,84.66649146,78.80788159,,105.3931709,70.43419699,81.84958545,82.17397259,92.52525253,85.01674765,72.9133148,74.71282964,91.65751527,76.39740363,88.46632437,91.61299575,82.57477099,84.91387985,82.58365729,76.8657262,60.78829744,85.31506849,94.19784622,70.2563332,60.63243582,76.78708516,73.76137458,94.00675116,70.01707814,87.59449487,67.6505448,90.11123272,92.40792688,80.46115407,63.28798613,81.41388849,83.63684004,88.71327091,83.93524284,88.45533226,95.27514319,,80.11496659,68.61116886,71.9686741,89.70380593,89.16373503,85.61543264,80.58365114,89.40822342,50.61069635,80.123071,91.06697007,73.88347244,53.83819701,77.71414838,89.15642894,91.46848495,89.53516091,74.6499947,78.07337927,88.13552127,,92.87851563,67.26656263,84.465863,64.36848096,79.07249851,94.69621205,96.8256832,71.9437834,91.34584428,79.62509319,85.59739885,82.99418907,72.53420135,87.78069356,75.21300448,73.99108728,58.8377724,,91.21509155,92.40766686,76.31412178,,65.46981496,67.95257653,
12/2006,78.27796198,90.68489665,84.98128166,64.62324755,90.83387942,79.94361498,93.17195407,69.53870221,91.082686,,75.04208201,82.68625393,68.1861457,92.48905476,92.41703994,78.21068856,90.65353341,73.5111936,83.96360576,95.67728021,80.15893504,64.6014351,88.20315894,89.29598789,72.89718255,90.20744003,93.93245564,87.44519079,83.71869474,87.22873791,89.40149484,84.29181094,94.47678655,73.54473613,89.01216893,92.14888543,89.01630532,92.13463084,81.68784241,88.75526194,80.33773169,83.60220113,65.93657402,89.46177408,80.92747819,84.18746428,75.02525335,53.80984476,84.98481987,93.40252621,94.71572613,88.40457132,83.19833002,79.0842,94.70788709,60.6139232,89.39836798,87.44126167,81.50127418,66.11578163,85.62826522,77.91336252,79.49206386,77.78702793,92.31808966,82.44589488,73.31431244,72.19327333,80.11131645,58.13040063,,98.8413735,88.99439749,93.3754657,90.18269965,62.23425863,100.6040746,82.95465373,69.06844259,65.80962583,83.2488153,88.03701256,81.47218694,64.40303016,84.65621202,79.0661506,,105.4611051,70.10843179,83.00131508,82.32593894,92.66721267,85.54040666,74.04357628,76.55719139,91.83310438,77.02093187,87.78813279,91.61299575,82.86884069,85.40506604,82.83147021,77.78811491,61.2759041,85.56164384,93.66625567,71.70792798,62.14199804,77.0200303,72.72930355,93.66828318,71.1421316,87.59449487,67.13644105,89.99200965,91.97357705,80.76381274,63.58746314,83.60558287,84.10847635,88.73736032,84.10128684,88.367317,95.48606796,,80.70883377,69.15319885,72.62635086,90.74104562,89.58021108,86.06722912,80.8821091,89.67578754,51.35784653,80.2781896,90.91196246,73.94868292,53.78303493,78.48278351,89.4207063,91.46848495,89.91656734,74.52218977,78.37805014,88.3937048,,93.13278988,68.26782405,84.66568838,65.16816447,78.8392463,94.69621205,96.83847625,73.48034017,91.25320144,80.26413889,86.49610616,84.11493504,72.80747508,87.96732594,75.3867713,74.95558935,59.35662401,,91.65896061,92.54524651,76.59159031,,65.810258,68.74573904,
01/2007,78.70339496,91.1078749,84.54085003,65.15384075,91.03866317,81.86773966,93.17195407,74,91.54763593,,74.81242325,82.68625393,69.38622187,92.53211799,92.74852143,79.32900821,90.91361538,74.0227029,84.333167,96.42289195,81.2934775,66.45391116,86.6557351,90.02271007,73.17951375,89.79024221,93.93245564,87.25229546,83.41011354,87.49564825,90.02731112,84.93452968,93.32554476,74.24524932,89.22691482,90.50969852,89.87636624,91.81323096,81.89765707,89.14443272,81.08770616,83.85040366,66.18550395,90.50582766,82.32760757,84.8733092,75.63889374,54.00225871,84.33854748,93.2200988,94.38842844,87.03528464,83.9690226,81.2499,94.70788709,63.57262084,89.14155076,87.35436112,82.57714611,35.83544803,85.85734031,83.04717876,79.89152728,78.28653599,92.18292408,83.43524562,73.46172466,72.19327333,80.93798296,59.38727416,77.98024895,98.58858226,88.8804482,93.44701753,91.11921514,62.88422478,100.3968571,83.53567035,69.82819546,67.86031588,84.13218822,88.74201366,81.47218694,65.73891897,85.02283754,80.1315116,,105.8415368,70.37154984,82.3102773,82.34132929,92.14305214,85.41303015,74.68793619,80.36686109,92.27207715,78.6042074,86.80852272,90.52999531,82.92765463,85.84616093,82.95537668,78.41041983,61.43843966,85.89041096,93.61309661,72.19963725,63.41149244,77.67219134,71.78425518,93.7774664,71.76601871,86.59095729,66.8518479,90.00363956,90.88770247,80.83180942,63.02873737,82.73646269,84.26568846,88.74539013,84.51639685,88.71937803,95.22507519,,80.88014161,70.31496883,74.21669942,91.10558171,90.22385587,86.34583695,82.27491295,89.66742616,52.23068553,80.97626566,91.06697007,74.39490446,53.93514078,79.68414637,87.98262557,92.3332779,89.37624156,77.56132373,78.9515203,88.5650553,,92.50679632,69.08703794,83.82151529,69.4521164,77.82848674,94.22674789,96.16201907,74.46812667,91.06791575,81.03099372,87.5152375,83.11216233,72.72872851,87.88150062,76.14349776,74.68001733,59.66793497,86.94985154,91.10412428,92.8277434,77.95837972,,66.50126571,69.71349707,
02/2007,78.76994267,91.46941409,85.0473464,65.71374931,91.03866317,82.0423463,93.445995,75.1,91.69111568,,75.83938788,82.61629941,69.96580411,93.02734515,91.48889176,80.00286749,91.15592196,74.46113944,84.70433362,96.23170945,81.66982981,66.13332261,86.58539766,89.56850871,73.86370859,89.83659752,94.61934745,87.55577585,82.78149281,87.34758977,90.92758462,85.93217651,93.05886354,74.50663484,89.54903364,90.44767523,90.09138147,92.77743059,82.03753351,89.23361769,81.33575219,83.90705935,66.45024597,90.30155631,82.88765932,84.98761669,75.69597949,55.03947831,85.38874012,93.85859472,94.56791427,88.3189909,84.08236733,81.8389,95.10792695,63.42956368,88.00896355,87.39298359,82.86333865,68.32294763,85.85734031,83.31263584,80.07268453,78.96768334,90.96643388,84.50704225,73.75655685,72.7617243,81.44224029,60.3299293,77.84778956,99.47335159,88.53860032,93.73323559,91.75640616,63.04671632,99.87881349,83.61576827,70.38682102,68.74269675,84.0649118,88.65388852,81.47218694,65.61769698,85.21530132,80.54107474,,106.4529449,70.54069716,82.23349533,82.59812229,93.43161343,86.64433646,76.71987478,82.84569886,92.27207715,77.94602263,85.90426728,90.76206684,83.51579402,86.08611415,83.57490899,78.88088235,62.41365299,85.97260274,93.33640766,73.19675134,64.90228393,77.92206577,72.63060726,94.20328096,72.61624824,86.30423226,67.36595165,89.97083385,91.21346484,81.09651901,63.68132907,82.49084176,84.50150662,88.97022463,84.43337484,88.98342379,95.20909604,,80.90298266,71.09546882,75.74463871,91.15443975,89.11640821,86.37595672,82.97131487,90.41995025,52.7962852,80.51088565,92.07451953,74.17652411,53.94357018,79.77953841,88.64045884,92.5328455,89.21732221,76.7659551,78.85294825,89.16825539,,92.5695097,70.63444195,83.67625319,69.15278384,77.8673621,94.70282422,96.3522419,75.29128209,90.69734437,88.18830546,86.76379157,83.23013559,72.96928692,87.51249523,76.46860987,74.40444531,60.08301626,86.94985154,91.43702608,93.32440594,78.43110388,,67.94434318,71.33972963,
03/2007,79.13898603,91.34890103,85.68597225,66.23782994,90.98132372,81.51852638,93.90271792,76,91.72887351,,76.7060247,82.68625393,70.23173007,93.03811096,91.22370657,80.23226639,91.26078823,74.53421219,85.01770614,96.41333282,81.62440736,65.54590388,86.58539766,90.20439061,74.01697409,89.97566346,95.39210074,86.57271883,82.74220401,87.72027091,90.65479389,86.97778844,91.06951641,75.045089,90.08589835,91.55523395,90.41390432,93.20596375,82.52710106,90.05249788,81.97775368,83.98748021,66.71498798,90.85989801,82.99966967,85.90207659,76.25960707,56.14140292,85.79266036,94.49709063,94.96911788,91.05756426,85.93416827,80.9598,95.30794688,63.13445324,90.03308677,87.55712906,83.57881999,68.54614419,87.27760581,83.44816713,80.39813203,79.55801105,92.72358639,85.16660941,73.51086206,72.19327333,81.63237227,60.95836606,79.16073866,100.1053297,88.76649891,93.87633924,92.30717217,63.859174,100.1896397,83.86305863,70.87952877,69.26843588,84.12611918,88.1251377,82.17818509,65.6926023,85.41143591,81.66687596,,107.0371793,70.37781455,84.22982668,83.05875682,93.73737374,86.54526584,76.71987478,82.39365272,92.1842826,77.34058235,86.50710424,91.21515885,83.80986372,86.27242052,84.31834776,79.35416764,63.06379521,86.1369863,93.70532626,73.49695773,66.45235141,78.31781058,72.78077217,95.22960321,73.43295942,86.0891885,68.04530303,90.21385531,91.75640214,80.99783392,63.99421551,81.69729725,85.20896109,89.28338697,84.43337484,89.42350007,96.39794473,,80.96008527,71.51492881,77.61363454,91.52960114,89.76005301,85.6079027,82.57337092,90.45339576,53.49455639,80.82113496,93.31458039,74.6132848,54.37944073,80.03391717,88.58440001,92.59936804,90.11786518,76.90700605,79.39955432,89.68578022,,93.27189956,70.54341818,83.41784703,68.84649005,78.06173894,95.32436833,96.42732727,75.84005237,91.25320144,86.33507296,86.69360157,83.58405537,73.2072301,87.80183709,77.16928251,74.54223132,60.18678658,86.94985154,91.88089514,94.1741896,79.12991351,,67.79486562,71.92836595,
04/2007,79.59652709,91.22838797,85.32628643,66.75698889,90.98132372,81.62480868,94.35944084,76.3,91.94031737,,78.313636,82.68625393,70.1021764,93.45797746,90.82592878,80.03154235,90.53480404,75.19186701,85.23026003,96.4802467,82.02160716,65.04829981,86.86674745,90.29523089,74.21717258,90.02201877,95.82140813,85.37968192,81.9171393,88.22488497,90.56413712,87.7548095,90.42687201,75.73906755,90.73013601,92.56706126,91.05895001,93.31309704,82.94673039,89.83358932,82.64310067,83.97951628,66.84735899,90.9234491,82.66363862,86.35930653,77.10386722,56.92107356,86.19658061,94.95314826,95.43366943,91.31430552,87.71633611,81.1928,95.80798539,63.9180611,90.60311046,87.73093016,83.77491487,68.44694572,88.33135118,84.41706378,80.7806061,80.01210929,92.18292408,85.49639299,74.00224387,72.7617243,81.50010607,61.90102121,80.49940332,100.990099,89.22229608,94.01944289,92.40311245,64.02166554,100.5004659,83.77258684,71.23392642,68.44139597,83.29279308,87.50826173,81.7545862,65.79940311,86.07229417,82.40652657,,109.3469433,71.96278759,85.15121038,83.77456998,93.97761398,87.0547719,76.95697224,80.64993626,92.1842826,78.09014751,86.50710424,91.85611829,84.45681705,86.22089883,85.185693,80.14770932,63.87647298,86.46575342,94.62762278,73.94726732,68.08738117,78.97638093,72.82209265,95.68817273,74.17144739,85.94582598,68.86236077,90.60822771,91.75640214,81.43000967,64.19535679,82.47194785,85.75920346,89.44398305,84.59941885,89.86357635,97.27892847,,81.38264461,71.9225688,77.3572362,91.92523603,89.3057155,86.63197472,83.17028685,91.13902883,54.00429437,80.89870031,92.92706137,75.12283894,54.44079592,80.22470124,89.26511443,92.79893564,91.10316514,77.43060253,80.07159654,90.02963901,71.92224985,94.56037446,71.13507266,83.5663221,68.28263103,79.30575072,95.80705684,97.51877134,75.78517534,92.17962988,83.9706039,86.90692413,83.76101526,73.97200032,88.39989881,78.09977578,75.78230541,60.18678658,86.94985154,92.21379693,94.78596046,80.09591505,,68.12706046,71.88346996,
05/2007,80.61769623,90.50530959,84.93723849,67.34711201,91.12057667,83.34050871,94.63348177,76.1,92.22727688,,78.7469544,83.24589017,70.36810237,93.35031939,91.09111397,80.38997814,90.7271014,75.99566734,85.46882128,96.52804232,82.09037633,65.49717663,88.1328215,90.20439061,76.73175358,90.34650597,96.25071551,86.15898476,83.8422903,88.77283165,90.83583822,88.02341412,90.59308031,76.52845181,91.15962777,93.0349324,91.38147285,93.52736363,83.36635972,90.7173313,83.52147544,84.0048191,66.78117349,90.55576066,82.88765932,86.98799771,78.34258792,57.17709649,87.56990945,94.86193456,95.6659452,92.34127053,88.04719225,82.5124,95.80798539,63.91767458,90.82640221,87.97232057,83.55762054,67.43016138,88.28553616,86.33877333,81.50407834,80.32997805,92.18292408,86.15596015,74.59190826,73.33017527,81.58277931,62.21523959,79.14084549,101.3692859,89.22229608,94.30565019,92.75370746,64.83412322,100.811292,83.44890063,71.7325639,68.20158514,83.29641123,87.68451201,82.17818509,66.81696232,86.45998292,82.89223147,,110.5018253,70.81634464,84.61373656,84.1724592,94.14141414,87.56427796,75.98414303,78.83999078,92.27207715,79.20675361,86.95923196,92.08818981,85.10377038,85.80027911,85.55741239,80.8690387,64.36407964,86.95890411,93.52086696,74.29036034,69.68980913,79.41015475,73.94143818,95.75368266,74.7380218,86.87768231,69.18367561,91.22875157,91.86498959,81.43000967,64.78537121,82.92540186,86.23083977,89.88562225,84.84848485,90.30365263,97.42061026,,81.90798866,72.37567879,76.29648245,92.21243978,90.68765874,90.47224479,83.26977284,91.28953364,54.58385946,80.82113496,92.07451953,76.50591447,54.49723157,80.41548531,89.85087206,92.79893564,92.19441134,77.74922755,80.43896789,90.11647203,75.90388583,94.82034992,71.59019149,83.28499553,68.73511049,81.5216467,95.70456818,97.74688128,76.22419156,92.92077263,84.67355416,87.88889606,84.17392167,74.38579475,89.07723767,78.49215247,75.98898442,60.49809754,86.94985154,92.43573146,95.36517079,80.71251178,,68.65163883,71.73381666,
